new ID,Trabantetal ID,file name,date,time,magnitude,GPS lat,GPS lon,adit end lat,adit end lon,depth
89,27,771226-0403-GBA-sum.sac,1977-12-26,04:03:00,4.952,49.8019,78.1306,49.8038,78.1234,0
90,117,780326-0357-GBA-sum.sac,1978-03-26,03:57:00,5.727,49.7619,77.9825,49.7643,77.9993,0
91,88,780422-0307-GBA-sum.sac,1978-04-22,03:07:00,5.369,49.7517,78.1317,49.7469,78.1251,0
93,0,780728-0247-GBA-sum.sac,1978-07-28,02:47:00,5.766,49.755,78.145,0,0,0
95,83,781015-0537-GBA-sum.sac,1978-10-15,05:37:00,5.183,49.7367,78.1111,49.7395,78.1127,0
96,79,781031-0417-GBA-sum.sac,1978-10-31,04:17:00,5.281,49.7886,78.1075,49.7875,78.0974,0
99,117,790506-0317-GBA-sum.sac,1979-05-06,03:17:00,5.255,49.7619,77.9825,49.7643,77.9993,0
100,35,790531-0555-GBA-sum.sac,1979-05-31,05:55:00,5.297,49.8342,78.0803,49.8267,78.0757,0
102,30,791018-0417-GBA-sum.sac,1979-10-18,04:17:00,5.268,49.8242,78.0975,49.82,78.1003,0
105,70,800410-0407-GBA-sum.sac,1980-04-10,04:07:00,5.023,49.7825,78.0572,49.778,78.0547,0
106,63,800522-0357-GBA-sum.sac,1980-05-22,03:57:00,5.567,49.7797,78.0364,49.7739,78.0287,0
107,133,800731-0333-GBA-sum.sac,1980-07-31,03:33:00,5.369,49.7906,78.0908,49.7955,78.0907,0
108,142,800925-0621-GBA-sum.sac,1980-09-25,06:21:13,4.875,49.7833,78.0806,49.7855,78.0805,0
109,74,810630-0157-GBA-sum.sac,1981-06-30,01:57:15,5.202,49.7675,78.0808,49.7669,78.0744,0
111,71,810814-0227-GBA-sum.sac,1981-08-14,02:27:15,4.925,49.7522,78.0531,49.7587,78.0565,0
112,14,811120-0457-GBA-sum.sac,1981-11-20,04:57:05,5.059,49.7367,78.1042,49.7401,78.0965,0
114,46,820219-0356-GBA-sum.sac,1982-02-19,03:56:13,5.435,49.8233,78.0333,49.8136,78.0319,0
116,5,820823-0243-GBA-sum.sac,1982-08-23,02:43:08,4.531,49.7403,78.0308,49.7473,78.0331,0
117,87,820921-0257-GBA-sum.sac,1982-09-21,02:57:03,5.201,49.7792,78.1247,49.7839,78.1347,0
120,73,830412-0341-GBA-sum.sac,1983-04-12,03:41:08,4.719,49.7856,78.0847,49.791,78.0807,0
123,31,831226-0429-GBA-sum.sac,1983-12-26,04:29:09,5.527,49.79,78.1092,49.7975,78.1036,0
124,75,840415-0317-GBA-sum.sac,1984-04-15,03:17:11,5.732,49.7606,78.0892,49.7499,78.0825,0
125,33,840909-0259-GBA-sum.sac,1984-09-09,02:59:09,4.949,49.8044,78.0875,49.806,78.0997,0
128,32,870226-0458-GBA-sum.sac,1987-02-26,04:58:24,5.327,49.8342,78.0811,49.8299,78.0835,0
129,55,870506-0402-GBA-sum.sac,1987-05-06,04:02:08,5.602,49.7758,78.0122,49.7742,77.9986,0
130,37,870606-0237-GBA-sum.sac,1987-06-06,02:37:09,5.38,49.8367,78.0617,49.8327,78.0704,0
131,57,870717-0117-GBA-sum.sac,1987-07-17,01:17:09,5.945,49.7758,78.0197,49.7664,78.0287,0
133,119,880422-0930-GBA-sum.sac,1988-04-22,09:30:09,4.724,49.7903,78.1069,49.7942,78.1,0
134,12,881018-0340-GBA-sum.sac,1988-10-18,03:40:09,4.728,49.78,78.0172,49.7799,78.0079,0
135,58,881123-0357-GBA-sum.sac,1988-11-23,03:57:09,5.277,49.7794,78.0372,49.7726,78.0378,0
136,38,890217-0401-GBA-sum.sac,1989-02-17,04:01:09,4.973,49.8278,78.0597,49.8235,78.068,0
